Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	0.045099	0.129194	0.312631
ENSG00000269831.1	AL669831.1	chr1	-	738532	739137	0.183168	0.524719	1.269738
ENSG00000188290.6	HES4	chr1	-	934342	935552	1.416185	4.056924	9.817132
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	1.273281	14.192619	34.343960
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.101238	0.290015	0.701792
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.000000	0.000000	0.000000
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.000000	0.000000	0.000000
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	7.783750	116.645790	282.264893
ENSG00000187608.5	ISG15	chr1	+	948803	949920	99.371201	444.529327	1075.692749
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	1.006545	8.486114	20.535091
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	1.865523	11.603855	28.079548
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.408996	10.767651	26.056063
ENSG00000188157.9	AGRN	chr1	+	955503	991496	4.781389	72.694946	175.910614
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.064064	0.183523	0.444098
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	5.190118	14.868052	35.978405
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	9.629546	207.780640	502.797211
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.059298	0.169870	0.411059
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	3.724218	162.079880	392.208405
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	8.937123	50.356636	121.855316
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.367807	1.053651	2.549674
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.375657	1.076139	2.604091
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	3.601712	47.432858	114.780235
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	81.539062	415.991913	1006.636597
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	1.586034	32.578014	78.833786
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	5.854037	40.086647	97.003525
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	11.630883	221.283005	535.470886
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	5.395005	106.832664	258.518646
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.125373	0.359154	0.869098
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	1.367809	6.638463	16.064062
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.157734	4.128598	9.990573
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	8.108309	35.990200	87.090759
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	19.958738	321.601074	778.225281
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	1.534900	29.099173	70.415527
ENSG00000205090.4	TMEM240	chr1	-	1470554	1475833	0.028409	0.081383	0.196934
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	2.856945	69.825020	168.965805
ENSG00000215014.3	AL645728.1	chr1	+	1510355	1511373	0.441609	1.265071	3.061277
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	1.004796	2.878424	6.965343
ENSG00000160075.10	SSU72	chr1	-	1477053	1510249	5.903909	410.014557	992.172363
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	1.737342	48.715034	117.882912
ENSG00000215790.2	SLC35E2	chr1	-	1656277	1677431	1.440053	7.682334	18.590069
ENSG00000189409.8	MMP23B	chr1	+	1567474	1570639	0.023689	0.114404	0.276840
ENSG00000248333.3	CDK11B	chr1	-	1570603	1590473	1.964971	46.669415	112.932808
ENSG00000189339.7	SLC35E2B	chr1	-	1592939	1624167	3.816209	53.714676	129.981262
ENSG00000008128.18	CDK11A	chr1	-	1634169	1655766	0.951541	30.851204	74.655174
ENSG00000008130.11	NADK	chr1	-	1682671	1711896	4.163710	126.655754	306.487488
ENSG00000078369.12	GNB1	chr1	-	1716729	1822495	7.909348	779.943665	1887.343872
ENSG00000116151.8	MORN1	chr1	-	2252692	2323146	0.308761	9.662917	23.382776
ENSG00000269753.1	AL589739.1	chr1	+	2258581	2259042	0.000000	0.000000	0.000000
ENSG00000157933.9	SKI	chr1	+	2160134	2241558	0.550193	15.047565	36.412796
ENSG00000067606.11	PRKCZ	chr1	+	1981909	2116834	0.081932	10.703813	25.901581
ENSG00000162585.11	C1orf86	chr1	-	2115903	2144159	1.154278	84.878235	205.392288
ENSG00000269554.1	AL590822.2	chr1	+	2121237	2123179	0.012625	0.036167	0.087518
ENSG00000203301.2	AL590822.1	chr1	-	2143360	2145620	0.000000	0.000000	0.000000
ENSG00000197921.5	HES5	chr1	-	2460184	2461684	0.790140	2.263502	5.477327
ENSG00000157916.13	RER1	chr1	+	2323267	2335190	10.835455	258.571991	625.704529
ENSG00000157911.5	PEX10	chr1	-	2336236	2345236	4.897498	61.668472	149.228226
ENSG00000157881.9	PANK4	chr1	-	2439972	2458039	2.607184	48.150517	116.516853
ENSG00000149527.12	PLCH2	chr1	+	2357419	2436969	0.016442	0.047101	0.113978
ENSG00000157870.10	FAM213B	chr1	+	2517930	2522908	6.133280	31.514961	76.261368
ENSG00000142606.11	MMEL1	chr1	-	2522078	2564481	0.000000	0.000000	0.000000
ENSG00000158109.10	TPRG1L	chr1	+	3541566	3546691	10.191381	61.263062	148.247208
ENSG00000157873.13	TNFRSF14	chr1	+	2487078	2496821	17.884609	287.515686	695.743713
ENSG00000162591.11	MEGF6	chr1	-	3406484	3528059	0.006584	0.018861	0.045641
ENSG00000235169.3	SMIM1	chr1	+	3689352	3692546	0.284085	4.166469	10.082215
ENSG00000215912.7	TTC34	chr1	-	2567415	2718286	0.006946	0.019898	0.048150
ENSG00000142611.11	PRDM16	chr1	+	2985732	3355185	0.000812	0.002326	0.005629
ENSG00000130764.5	LRRC47	chr1	-	3696784	3713068	6.719016	118.825638	287.539795
ENSG00000169598.11	DFFB	chr1	+	3773845	3801993	0.753949	15.243289	36.886417
ENSG00000116198.8	CEP104	chr1	-	3728645	3773778	1.497336	39.976986	96.738167
ENSG00000198912.6	C1orf174	chr1	-	3805689	3816857	6.292607	113.062782	273.594543
ENSG00000116213.11	WRAP73	chr1	-	3547331	3569325	2.838022	100.306816	242.727051
ENSG00000078900.9	TP73	chr1	+	3569084	3652765	1.546076	71.901329	173.990173
ENSG00000116254.13	CHD5	chr1	-	6161853	6240183	0.001915	0.039991	0.096772
ENSG00000158292.6	GPR153	chr1	-	6307406	6321035	1.685928	8.372967	20.261293
ENSG00000069812.7	HES2	chr1	-	6472478	6484730	0.244896	2.563080	6.202259
ENSG00000173662.15	TAS1R1	chr1	+	6615241	6639817	0.006103	0.017483	0.042307
ENSG00000131697.13	NPHP4	chr1	-	5922871	6052533	0.123328	8.853930	21.425152
ENSG00000069424.10	KCNAB2	chr1	+	6051526	6161253	2.586838	276.383514	668.805664
ENSG00000268332.1	AL035406.1	chr1	-	6100630	6101399	0.000000	0.000000	0.000000
ENSG00000097021.14	ACOT7	chr1	-	6324333	6454451	0.622856	94.559998	228.820679
ENSG00000187017.10	ESPN	chr1	+	6484848	6521430	0.012219	0.035004	0.084703
ENSG00000215788.5	TNFRSF25	chr1	-	6521211	6526255	0.000000	0.000000	0.000000
ENSG00000171680.16	PLEKHG5	chr1	-	6526152	6580121	0.022628	0.306659	0.742067
ENSG00000116251.5	RPL22	chr1	-	6241329	6269449	21.206495	222.673965	538.836731
ENSG00000158286.8	RNF207	chr1	+	6265535	6281359	0.714719	2.915848	7.055905
ENSG00000116237.11	ICMT	chr1	-	6281253	6296032	7.286306	75.253616	182.102173
ENSG00000162408.10	NOL9	chr1	-	6581407	6614595	2.455479	40.644417	98.353241
ENSG00000204859.7	ZBTB48	chr1	+	6640061	6649340	2.594858	34.780304	84.162994
ENSG00000162413.12	KLHL21	chr1	-	6650784	6674667	2.475578	32.331516	78.237297
ENSG00000116273.5	PHF13	chr1	+	6673745	6684093	5.756781	44.431503	107.517403
ENSG00000049245.8	VAMP3	chr1	+	7831329	7841492	2.918750	35.654819	86.279182
ENSG00000041988.11	THAP3	chr1	+	6684926	6695646	0.634458	13.835733	33.480347
ENSG00000007923.11	DNAJC11	chr1	-	6694228	6761984	1.542297	83.584015	202.260483
ENSG00000049249.4	TNFRSF9	chr1	-	7979907	8000926	0.481185	10.592404	25.631992
ENSG00000049246.10	PER3	chr1	+	7844380	7905237	0.201297	12.993901	31.443245
ENSG00000049247.9	UTS2	chr1	-	7903143	7913572	0.000000	0.000000	0.000000
ENSG00000162426.10	SLC45A1	chr1	+	8377886	8404227	0.011389	0.032626	0.078950
ENSG00000116285.8	ERRFI1	chr1	-	8064464	8086368	0.278475	0.797743	1.930416
ENSG00000116288.8	PARK7	chr1	+	8014351	8045565	13.395603	1190.478027	2880.773926
ENSG00000171735.14	CAMTA1	chr1	+	6845384	7829766	0.031005	135.012573	326.709686
ENSG00000180758.10	GPR157	chr1	-	9160364	9189229	1.492750	35.651764	86.271797
ENSG00000142583.13	SLC2A5	chr1	-	9095166	9148537	1.759187	62.324314	150.815262
ENSG00000188807.8	TMEM201	chr1	+	9648932	9674935	1.718025	26.893135	65.077248
ENSG00000171621.9	SPSB1	chr1	+	9352939	9429591	0.063484	11.300570	27.345640
ENSG00000049239.8	H6PD	chr1	+	9294834	9331396	3.275524	52.150368	126.195869
ENSG00000171612.5	SLC25A33	chr1	+	9599541	9642831	0.401442	1.150005	2.782835
ENSG00000162444.11	RBP7	chr1	+	10057264	10076078	0.007653	0.021923	0.053051
ENSG00000162441.7	LZIC	chr1	-	9982173	10003465	1.889767	50.705402	122.699287
ENSG00000178585.10	CTNNBIP1	chr1	-	9908334	9970394	0.421927	39.698593	96.064499
ENSG00000173614.9	NMNAT1	chr1	+	10003486	10045559	0.991107	27.380323	66.256172
ENSG00000054523.12	KIF1B	chr1	+	10270863	10441661	0.345660	25.227003	61.045479
ENSG00000171608.11	PIK3CD	chr1	+	9711790	9789172	10.964003	233.674149	565.455505
ENSG00000179840.5	C1orf200	chr1	-	9712668	9714644	0.982802	2.815418	6.812879
ENSG00000171603.12	CLSTN1	chr1	-	9789084	9884584	2.498404	166.605179	403.158905
ENSG00000130939.14	UBE4B	chr1	+	10092890	10241297	0.965867	85.274094	206.350189
ENSG00000175279.16	APITD1	chr1	+	10490159	10512210	0.674487	50.567356	122.365227
ENSG00000251503.3	APITD1-CORT	chr1	+	10490159	10512210	0.046904	2.164788	5.238454
ENSG00000241563.2	CORT	chr1	+	10509776	10511959	0.005904	0.016913	0.040927
ENSG00000142657.16	PGD	chr1	+	10458649	10480201	11.039450	411.291992	995.263489
ENSG00000175262.10	C1orf127	chr1	-	11006528	11042094	0.043738	0.938319	2.270588
ENSG00000130940.10	CASZ1	chr1	-	10696661	10856707	0.103292	9.316909	22.545488
ENSG00000160049.7	DFFA	chr1	-	10516579	10532583	9.696498	139.214355	336.877319
ENSG00000142655.8	PEX14	chr1	+	10532345	10690815	0.296849	53.540928	129.560837
ENSG00000120948.11	TARDBP	chr1	+	11072414	11085796	28.697073	394.574921	954.810791
ENSG00000009724.12	MASP2	chr1	-	11086580	11107290	0.470137	1.346794	3.259035
ENSG00000116649.5	SRM	chr1	-	11114641	11120081	53.494923	659.209290	1595.185059
ENSG00000171824.9	EXOSC10	chr1	-	11126675	11159938	4.645684	153.011490	370.264313
ENSG00000204624.6	PTCHD2	chr1	+	11539223	11597641	0.003205	0.037550	0.090866
ENSG00000120942.9	UBIAD1	chr1	+	11333263	11356106	2.229216	41.178318	99.645203
ENSG00000116661.9	FBXO2	chr1	-	11708424	11715842	0.128454	0.367980	0.890456
ENSG00000132879.9	FBXO44	chr1	+	11714432	11723384	3.375110	38.346794	92.793350
ENSG00000116663.6	FBXO6	chr1	+	11724181	11734411	4.368709	82.663795	200.033676
ENSG00000162490.6	DRAXIN	chr1	+	11751786	11785914	0.004395	0.012590	0.030467
ENSG00000198793.8	MTOR	chr1	-	11166592	11322564	0.942061	57.070869	138.102722
ENSG00000171819.4	ANGPTL7	chr1	+	11249398	11256038	0.000000	0.000000	0.000000
ENSG00000116670.10	MAD2L2	chr1	-	11734537	11751707	4.207050	185.046448	447.783966
ENSG00000177674.11	AGTRAP	chr1	+	11796141	11814859	0.338170	10.149255	24.559637
ENSG00000142599.13	RERE	chr1	-	8412457	8877702	0.322584	55.270760	133.746735
ENSG00000074800.9	ENO1	chr1	-	8921061	8939308	295.833710	8572.246094	20743.519531
ENSG00000175206.6	NPPA	chr1	-	11905766	11908402	0.994691	2.849476	6.895295
ENSG00000116685.11	KIAA2013	chr1	-	11979648	11986485	18.685236	124.678452	301.702698
ENSG00000215910.3	C1orf167	chr1	+	11821844	11849642	0.003126	0.008955	0.021670
ENSG00000177000.6	MTHFR	chr1	-	11845780	11866977	2.280837	16.516287	39.966877
ENSG00000011021.17	CLCN6	chr1	+	11866207	11903201	1.417667	23.061308	55.804817
ENSG00000083444.12	PLOD1	chr1	+	11994262	12035595	4.878081	197.219635	477.241180
ENSG00000116688.12	MFN2	chr1	+	12040238	12073571	6.066128	133.672409	323.466705
ENSG00000116691.6	MIIP	chr1	+	12079523	12092102	4.535548	110.182350	266.624359
ENSG00000120949.10	TNFRSF8	chr1	+	12123434	12204264	3.148300	186.653366	451.672485
ENSG00000116726.4	PRAMEF12	chr1	+	12834984	12838049	0.048924	0.140152	0.339146
ENSG00000162496.4	DHRS3	chr1	-	12627939	12677737	0.410556	31.907681	77.211693
ENSG00000028137.12	TNFRSF1B	chr1	+	12227060	12269285	9.252401	291.395264	705.131775
ENSG00000048707.9	VPS13D	chr1	+	12290124	12572099	0.231713	13.320128	32.232666
ENSG00000171729.9	TMEM51	chr1	+	15479028	15546976	0.032981	0.094480	0.228628
ENSG00000204464.3	C1orf195	chr1	-	15490840	15497813	0.000000	0.000000	0.000000
ENSG00000142621.14	FHAD1	chr1	+	15573768	15726858	0.002939	0.008419	0.020373
ENSG00000142634.8	EFHD2	chr1	+	15736391	15756839	7.899440	188.120651	455.223053
ENSG00000142615.7	CELA2A	chr1	+	15783223	15798586	0.000000	0.000000	0.000000
ENSG00000215704.5	CELA2B	chr1	+	15792404	15817895	0.017653	0.050570	0.122372
ENSG00000132906.13	CASP9	chr1	-	15817327	15853029	0.480254	20.192760	48.863377
ENSG00000116731.18	PRDM2	chr1	+	14026693	14151574	1.685682	82.799843	200.362885
ENSG00000116138.8	DNAJC16	chr1	+	15853308	15918874	0.287517	15.952501	38.602604
ENSG00000116771.5	AGMAT	chr1	-	15898848	15911605	1.543728	20.628407	49.917576
ENSG00000162461.7	SLC25A34	chr1	+	16062900	16067891	0.029848	0.085505	0.206909
ENSG00000197312.7	DDI2	chr1	+	15943995	15995539	3.651844	48.303089	116.886063
ENSG00000215695.1	RSC1A1	chr1	+	15986364	15988217	0.605098	1.733415	4.194598
ENSG00000116786.7	PLEKHM2	chr1	+	16010827	16061264	3.392437	114.156975	276.242371
ENSG00000173641.13	HSPB7	chr1	-	16340523	16346089	0.106880	0.306178	0.740903
ENSG00000186510.7	CLCNKA	chr1	+	16345370	16360545	0.009884	0.028315	0.068517
ENSG00000204377.3	C1orf134	chr1	-	16555368	16556038	2.806259	8.039047	19.453260
ENSG00000142632.11	ARHGEF19	chr1	-	16524349	16539140	0.268067	5.976246	14.461596
ENSG00000132881.6	RSG1	chr1	-	16558195	16563446	0.520545	9.725456	23.534111
ENSG00000142627.9	EPHA2	chr1	-	16450832	16482582	0.011291	0.350302	0.847678
ENSG00000116809.7	ZBTB17	chr1	-	16268364	16302627	2.027759	85.397690	206.649292
ENSG00000065526.6	SPEN	chr1	+	16174359	16266955	2.710671	60.954105	147.499573
ENSG00000189337.11	KAZN	chr1	+	14925200	15444539	0.006204	0.017773	0.043007
ENSG00000037637.6	FBXO42	chr1	-	16573334	16678949	0.788417	33.447418	80.937614
ENSG00000157191.15	NECAP2	chr1	+	16767167	16786573	8.322140	227.705475	551.012207
ENSG00000055070.12	SZRD1	chr1	+	16679070	16724640	10.572016	409.345184	990.552429
ENSG00000187144.7	SPATA21	chr1	-	16713612	16763919	0.005924	0.016970	0.041066
ENSG00000142619.4	PADI3	chr1	+	17575593	17610728	0.004269	0.012229	0.029593
ENSG00000159339.9	PADI4	chr1	+	17634690	17690499	0.017031	0.240376	0.581672
ENSG00000269468.1	AC004824.2	chr1	-	17655507	17676070	0.000000	0.000000	0.000000
ENSG00000117115.8	PADI2	chr1	-	17393256	17445948	0.222347	1.767700	4.277562
ENSG00000117122.9	MFAP2	chr1	-	17300997	17307330	0.000000	0.000000	0.000000
ENSG00000159363.13	ATP13A2	chr1	-	17312453	17338423	1.808219	42.363834	102.513969
ENSG00000117118.5	SDHB	chr1	-	17345217	17380665	5.044325	436.781586	1056.944336
ENSG00000058453.12	CROCC	chr1	+	17066768	17299474	0.012224	0.035018	0.084738
ENSG00000179023.7	KLHDC7A	chr1	+	18807424	18812478	0.028684	0.082171	0.198840
ENSG00000009709.7	PAX7	chr1	+	18957500	19075360	0.000120	0.000344	0.000832
ENSG00000117154.7	IGSF21	chr1	+	18434240	18704977	0.000547	0.001567	0.003792
ENSG00000074964.12	ARHGEF10L	chr1	+	17866330	18024369	0.001886	0.005403	0.013074
ENSG00000179051.9	RCC2	chr1	-	17733256	17766220	10.572729	226.158661	547.269165
ENSG00000179002.5	TAS1R2	chr1	-	19166093	19186176	0.000000	0.000000	0.000000
ENSG00000255275.3	RP13-279N23.2	chr1	-	19175767	19247615	0.031683	0.090762	0.219630
ENSG00000159423.12	ALDH4A1	chr1	-	19197926	19229275	0.896687	29.940527	72.451477
ENSG00000169991.6	IFFO2	chr1	-	19230775	19283180	0.666507	14.996751	36.289833
ENSG00000211454.9	AKR7L	chr1	-	19592478	19600568	0.031206	0.089395	0.216323
ENSG00000040487.8	PQLC2	chr1	+	19638820	19655794	0.779440	18.890804	45.712841
ENSG00000053371.8	AKR7A2	chr1	-	19630459	19638640	5.505198	89.135246	215.693604
ENSG00000127463.9	EMC1	chr1	-	19542158	19578046	3.506419	64.127800	155.179443
ENSG00000053372.4	MRTO4	chr1	+	19578033	19586622	13.922561	146.185989	353.747650
ENSG00000127481.10	UBR4	chr1	-	19401000	19536770	3.469275	114.869194	277.965790
ENSG00000158748.3	HTR6	chr1	+	19991780	20006055	0.013519	0.038728	0.093715
ENSG00000187980.6	PLA2G2C	chr1	-	20487746	20503917	0.009275	0.026570	0.064295
ENSG00000127472.6	PLA2G5	chr1	+	20354672	20417683	0.002380	0.006818	0.016498
ENSG00000162543.5	UBXN10	chr1	+	20512578	20522541	0.044761	0.128226	0.310288
ENSG00000162545.5	CAMK2N1	chr1	-	20808884	20812713	0.234987	0.673164	1.628953
ENSG00000158825.5	CDA	chr1	+	20915441	20945401	0.005007	0.014343	0.034709
ENSG00000090432.5	MUL1	chr1	-	20825943	20834654	4.888766	47.909416	115.933426
ENSG00000169914.5	OTUD3	chr1	+	20209006	20239438	0.434968	3.835948	9.282404
ENSG00000270136.1	NBL1	chr1	+	19923473	19984549	0.078905	6.924585	16.756432
ENSG00000173436.9	MINOS1	chr1	+	19923477	19956314	1.230673	90.535263	219.081421
ENSG00000158747.9	NBL1	chr1	+	19967048	19984945	0.027531	0.078868	0.190848
ENSG00000158828.5	PINK1	chr1	+	20959948	20978004	2.020615	13.753405	33.281124
ENSG00000162542.9	TMCO4	chr1	-	20008706	20126438	0.432022	45.418770	109.906448
ENSG00000077549.13	CAPZB	chr1	-	19665267	19812066	2.685002	682.384888	1651.266602
ENSG00000117245.8	KIF17	chr1	-	20990507	21044510	0.002778	0.007958	0.019257
ENSG00000189410.7	SH2D5	chr1	-	21046225	21059330	0.182893	0.523931	1.267832
ENSG00000244038.4	DDOST	chr1	-	20978270	20988000	47.798550	667.180664	1614.474731
ENSG00000127483.13	HP1BP3	chr1	-	21069154	21113816	7.891349	382.775757	926.258606
ENSG00000076864.15	RAP1GAP	chr1	-	21922708	21995801	0.020401	0.185841	0.449706
ENSG00000142794.13	NBPF3	chr1	+	21766621	21811498	0.135222	0.387368	0.937372
ENSG00000117298.10	ECE1	chr1	-	21543740	21671997	0.703063	76.704620	185.613403
ENSG00000075151.15	EIF4G3	chr1	-	21132963	21503377	0.619216	101.547775	245.730011
ENSG00000187942.7	LDLRAD2	chr1	+	22138758	22151714	0.009184	0.330625	0.800061
ENSG00000142798.12	HSPG2	chr1	-	22148738	22263790	0.032128	3.506062	8.484132
ENSG00000162552.9	WNT4	chr1	-	22446461	22470462	0.035372	0.101330	0.245202
ENSG00000090686.11	USP48	chr1	-	22004791	22110099	4.773200	363.995728	880.813782
ENSG00000227868.2	RP4-805N21.1	chr1	-	23337327	23342343	0.059797	0.171300	0.414519
ENSG00000184677.12	ZBTB40	chr1	+	22778344	22857650	0.743690	16.385384	39.650112
ENSG00000070831.11	CDC42	chr1	+	22379120	22419437	4.497176	37.332806	90.339653
ENSG00000133216.12	EPHB2	chr1	+	23037332	23241818	0.004285	0.014220	0.034411
ENSG00000179546.3	HTR1D	chr1	-	23516993	23521222	0.070922	0.303141	0.733555
ENSG00000004487.11	KDM1A	chr1	+	23345941	23410182	4.326787	245.965714	595.199280
ENSG00000169641.9	LUZP1	chr1	-	23410516	23504301	0.698590	22.426149	54.267834
ENSG00000204219.5	TCEA3	chr1	-	23707554	23751233	0.013942	0.415133	1.004558
ENSG00000125945.9	ZNF436	chr1	-	23685941	23695935	3.845306	18.695433	45.240074
ENSG00000249087.3	C1orf213	chr1	+	23695490	23698332	1.682026	5.168373	12.506668
ENSG00000007968.6	E2F2	chr1	-	23832922	23857712	1.313489	5.299375	12.823673
ENSG00000117318.8	ID3	chr1	-	23884409	23886285	65.124298	287.428009	695.531616
ENSG00000125944.12	HNRNPR	chr1	-	23630264	23670829	5.218680	282.865814	684.491821
ENSG00000197880.4	MDS2	chr1	+	23907985	23967058	0.037919	0.108626	0.262858
ENSG00000011007.7	TCEB3	chr1	+	24069645	24088549	8.912012	91.867851	222.306091
ENSG00000057757.5	PITHD1	chr1	+	24104895	24114722	10.390722	177.197418	428.790497
ENSG00000011009.6	LYPLA2	chr1	+	24117460	24122029	1.442482	5.144049	12.447808
