Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	2.426908	6.437253	16.235855
ENSG00000188290.6	HES4	chr1	-	934342	935552	4.270042	13.174706	33.228863
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	1.605316	12.131022	30.596514
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.286714	0.935464	2.359399
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.021679	0.057502	0.145031
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.000000	0.000000	0.000000
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	9.228217	128.864105	325.017334
ENSG00000187608.5	ISG15	chr1	+	948803	949920	230.692307	954.686829	2407.883545
ENSG00000237330.1	RNF223	chr1	-	1007126	1009687	0.117096	0.310591	0.783365
ENSG00000162571.9	TTLL10	chr1	+	1109264	1133315	0.006195	0.016432	0.041444
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	0.487684	4.330532	10.922341
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	1.175536	7.245435	18.274223
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.508969	8.446098	21.302504
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.147843	0.887353	2.238057
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	8.838882	23.444698	59.131538
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	8.479666	169.394028	427.240692
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.116429	1.037994	2.617999
ENSG00000188157.9	AGRN	chr1	+	955503	991496	7.797650	112.349251	283.364014
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	3.448354	129.530502	326.698090
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.179104	0.475065	1.198194
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	0.751615	3.291243	8.301078
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.031490	1.303332	3.287226
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	9.679093	29.290712	73.876183
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	23.736605	443.007416	1117.340454
ENSG00000205090.4	TMEM240	chr1	-	1470554	1475833	0.028409	0.483913	1.220512
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	2.159498	31.592077	79.680611
ENSG00000215014.3	AL645728.1	chr1	+	1510355	1511373	0.211973	0.562248	1.418085
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	1.359233	3.605299	9.093179
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	3.353161	73.621399	185.685760
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	2.085880	41.645073	105.035995
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	5.050249	32.435764	81.808533
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	9.125559	160.571564	404.988953
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	7.494930	40.001591	100.890854
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.349987	0.928323	2.341390
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	3.101292	36.055706	90.938652
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.445374	1.181333	2.979523
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	65.628029	312.996582	789.430847
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	6.355122	103.509109	261.067657
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	1.254391	36.244736	91.415421
