Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	2.371745	4.651843	11.427862
ENSG00000269831.1	AL669831.1	chr1	-	738532	739137	1.095710	2.149081	5.279498
ENSG00000269308.1	AL645608.2	chr1	+	818043	819983	0.070067	0.137427	0.337606
ENSG00000188290.6	HES4	chr1	-	934342	935552	4.509780	10.126700	24.877565
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	6.727371	31.230209	76.721100
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.564117	2.397614	5.890053
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.021679	0.042520	0.104457
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.007616	0.014938	0.036696
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	14.866687	156.791489	385.178833
ENSG00000187608.5	ISG15	chr1	+	948803	949920	803.666443	2455.238525	6031.615234
ENSG00000237330.1	RNF223	chr1	-	1007126	1009687	0.029274	0.057417	0.141052
ENSG00000162571.9	TTLL10	chr1	+	1109264	1133315	0.006236	0.012231	0.030047
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	0.604142	2.172764	5.337679
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	5.176112	25.602766	62.896549
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	1.438640	31.124535	76.461494
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.126140	0.247406	0.607785
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	23.749731	46.581745	114.434166
ENSG00000188157.9	AGRN	chr1	+	955503	991496	14.949813	145.447296	357.310364
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	13.142117	200.775925	493.232361
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.170359	0.588637	1.446064
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	6.448648	155.333862	381.597961
