Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	2.380132	6.833551	17.415724
ENSG00000269831.1	AL669831.1	chr1	-	738532	739137	0.247525	0.710664	1.811171
ENSG00000188290.6	HES4	chr1	-	934342	935552	3.345082	11.815243	30.111868
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	2.588185	19.175158	48.869061
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.378648	2.143994	5.464100
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.021679	0.062242	0.158628
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.015232	0.043732	0.111454
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	6.419818	87.918304	224.065140
ENSG00000187608.5	ISG15	chr1	+	948803	949920	259.976776	1162.661377	2963.113525
ENSG00000162571.9	TTLL10	chr1	+	1109264	1133315	0.006236	0.017904	0.045630
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	1.491784	6.378190	16.255205
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	0.873267	5.064044	12.906026
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.377100	9.948651	25.354746
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.210428	0.604156	1.539728
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	7.441819	21.366066	54.452721
ENSG00000188157.9	AGRN	chr1	+	955503	991496	5.872005	95.709732	243.922089
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	9.499449	198.677460	506.341553
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.103329	0.296666	0.756071
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	3.337255	136.396118	347.613800
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	7.735635	40.753395	103.862518
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.238090	0.683576	1.742134
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.600050	1.722792	4.390641
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	3.127900	41.613739	106.055161
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	57.018810	284.058899	723.941467
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	2.230278	41.057510	104.637558
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	5.491602	38.244568	97.468613
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	8.786813	171.372543	436.753357
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	6.906078	121.302361	309.146454
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.134030	0.384811	0.980714
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	1.492442	8.662388	22.076622
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	7.593161	33.502644	85.383537
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	21.595568	432.466064	1102.166016
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.163312	0.468882	1.194974
ENSG00000215014.3	AL645728.1	chr1	+	1510355	1511373	0.438665	1.259443	3.209767
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	1.701693	24.472464	62.369564
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	2.531057	52.832249	134.646210
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	0.431655	1.239316	3.158474
ENSG00000160075.10	SSU72	chr1	-	1477053	1510249	5.200532	373.024384	950.675415
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	1.984633	31.893585	81.282738
ENSG00000189409.8	MMP23B	chr1	+	1567474	1570639	0.000000	0.000000	0.000000
ENSG00000248333.3	CDK11B	chr1	-	1570603	1590473	2.398211	66.751732	170.120880
ENSG00000189339.7	SLC35E2B	chr1	-	1592939	1624167	2.717559	47.318153	120.593193
ENSG00000215790.2	SLC35E2	chr1	-	1656277	1677431	1.572895	7.522101	19.170532
ENSG00000008128.18	CDK11A	chr1	-	1634169	1655766	1.378128	51.264324	130.650253
ENSG00000008130.11	NADK	chr1	-	1682671	1711896	3.486912	112.925323	287.797089
ENSG00000178821.8	TMEM52	chr1	-	1849029	1850712	0.178147	0.511474	1.303524
ENSG00000169885.5	CALML6	chr1	+	1846266	1848735	0.051206	0.175518	0.447318
ENSG00000116151.8	MORN1	chr1	-	2252692	2323146	0.181076	1.523754	3.883381
ENSG00000269753.1	AL589739.1	chr1	+	2258581	2259042	0.000000	0.000000	0.000000
ENSG00000157933.9	SKI	chr1	+	2160134	2241558	0.676505	3.109005	7.923488
ENSG00000157881.9	PANK4	chr1	-	2439972	2458039	2.372331	44.761280	114.076851
ENSG00000157916.13	RER1	chr1	+	2323267	2335190	9.600395	223.337906	569.190247
ENSG00000157911.5	PEX10	chr1	-	2336236	2345236	3.061502	33.163532	84.519287
ENSG00000149527.12	PLCH2	chr1	+	2357419	2436969	0.019246	0.055257	0.140825
ENSG00000067606.11	PRKCZ	chr1	+	1981909	2116834	0.014077	1.083825	2.762193
ENSG00000162585.11	C1orf86	chr1	-	2115903	2144159	0.889686	60.796410	154.943359
ENSG00000269554.1	AL590822.2	chr1	+	2121237	2123179	0.159564	0.458121	1.167550
ENSG00000203301.2	AL590822.1	chr1	-	2143360	2145620	0.000000	0.000000	0.000000
ENSG00000157870.10	FAM213B	chr1	+	2517930	2522908	6.200738	30.490705	77.707420
ENSG00000142606.11	MMEL1	chr1	-	2522078	2564481	0.003537	0.010155	0.025881
ENSG00000078369.12	GNB1	chr1	-	1716729	1822495	6.962241	668.603943	1703.977905
ENSG00000157873.13	TNFRSF14	chr1	+	2487078	2496821	10.914890	142.476746	363.110657
ENSG00000158109.10	TPRG1L	chr1	+	3541566	3546691	7.783509	46.405972	118.268440
ENSG00000162591.11	MEGF6	chr1	-	3406484	3528059	0.006169	0.017712	0.045139
ENSG00000235169.3	SMIM1	chr1	+	3689352	3692546	0.092958	0.266890	0.680185
ENSG00000215912.7	TTC34	chr1	-	2567415	2718286	0.004474	0.012845	0.032737
ENSG00000130764.5	LRRC47	chr1	-	3696784	3713068	5.400764	94.371925	240.512619
ENSG00000169598.11	DFFB	chr1	+	3773845	3801993	0.510083	10.610723	27.042076
ENSG00000198912.6	C1orf174	chr1	-	3805689	3816857	4.817070	82.603043	210.518906
ENSG00000116198.8	CEP104	chr1	-	3728645	3773778	1.691389	37.930733	96.668777
ENSG00000142611.11	PRDM16	chr1	+	2985732	3355185	0.000809	0.002323	0.005920
ENSG00000116213.11	WRAP73	chr1	-	3547331	3569325	1.994333	75.697136	192.918777
ENSG00000078900.9	TP73	chr1	+	3569084	3652765	1.445271	54.735550	139.496887
ENSG00000116254.13	CHD5	chr1	-	6161853	6240183	0.006664	0.019133	0.048761
ENSG00000158292.6	GPR153	chr1	-	6307406	6321035	0.545121	1.565087	3.988719
ENSG00000069812.7	HES2	chr1	-	6472478	6484730	0.128213	0.368110	0.938151
ENSG00000173662.15	TAS1R1	chr1	+	6615241	6639817	0.006103	0.017522	0.044656
ENSG00000187017.10	ESPN	chr1	+	6484848	6521430	0.000000	0.000000	0.000000
