Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	3.218605	19.750656	50.134026
ENSG00000188290.6	HES4	chr1	-	934342	935552	10.308352	34.050873	86.432945
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.385954	1.010437	2.564841
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.086140	0.225517	0.572440
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.007616	0.019939	0.050612
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	11.109990	165.377838	419.786438
ENSG00000187608.5	ISG15	chr1	+	948803	949920	354.000854	1443.211060	3663.371094
ENSG00000237330.1	RNF223	chr1	-	1007126	1009687	0.115144	0.301450	0.765185
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	1.148717	8.136326	20.652821
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	4.145213	22.645607	57.482414
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.079963	1.227964	3.116999
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	12.750447	33.380997	84.732559
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.475201	18.066910	45.860092
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	7.704068	146.689316	372.348450
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.067347	0.279105	0.708466
ENSG00000188157.9	AGRN	chr1	+	955503	991496	14.093173	196.846481	499.664764
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	4.203798	143.492676	364.234253
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	9.973748	51.950485	131.868393
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.257454	0.674021	1.710900
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.300526	0.786785	1.997133
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	4.394943	52.726883	133.839157
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	109.322342	517.156921	1312.723999
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	3.256591	66.724525	169.370041
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	8.760500	56.438225	143.259827
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	12.763889	221.987686	563.481873
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	5.739267	91.174767	231.433258
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.488955	1.280097	3.249330
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	1.789828	7.898318	20.048676
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	10.519897	44.243259	112.304771
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	25.035906	411.612457	1044.815552
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	2.444091	38.463242	97.633080
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	4.707229	106.537216	270.428467
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	2.009113	5.259909	13.351477
ENSG00000160075.10	SSU72	chr1	-	1477053	1510249	6.223523	383.074127	972.375366
ENSG00000189409.8	MMP23B	chr1	+	1567474	1570639	0.000000	0.000000	0.000000
ENSG00000248333.3	CDK11B	chr1	-	1570603	1590473	2.180120	53.613861	136.090607
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	2.058390	43.305531	109.924492
ENSG00000008128.18	CDK11A	chr1	-	1634169	1655766	0.308374	9.808544	24.897495
ENSG00000189339.7	SLC35E2B	chr1	-	1592939	1624167	2.277649	22.469311	57.034916
ENSG00000215790.2	SLC35E2	chr1	-	1656277	1677431	1.393710	7.736755	19.638571
ENSG00000008130.11	NADK	chr1	-	1682671	1711896	6.037820	164.598038	417.807007
