Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	3.282323	9.751904	24.076097
ENSG00000269831.1	AL669831.1	chr1	-	738532	739137	0.247525	0.735406	1.815615
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	4.345103	37.012863	91.379616
ENSG00000188290.6	HES4	chr1	-	934342	935552	5.171252	17.887146	44.160881
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.397897	3.458205	8.537827
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.086284	0.256353	0.632900
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.015232	0.045255	0.111728
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	6.606278	108.260025	267.278961
ENSG00000187608.5	ISG15	chr1	+	948803	949920	615.904358	2840.719727	7013.342285
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	3.247454	23.854475	58.893387
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	5.974969	45.284290	111.800621
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.476144	16.286158	40.208263
ENSG00000188157.9	AGRN	chr1	+	955503	991496	8.579147	134.904312	333.060028
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.169725	3.246741	8.015752
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	11.412459	33.906845	83.711288
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	10.951014	242.127823	597.779968
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.171729	1.118902	2.762413
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	4.069433	183.572235	453.214355
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	9.085344	46.939518	115.887154
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.205633	0.610943	1.508334
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.244177	0.725459	1.791058
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	3.688105	48.590405	119.962959
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	85.201553	443.198761	1094.196289
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	3.253202	68.651367	169.490692
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	7.609982	55.506466	137.037766
