Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	0.068140	0.144409	0.352041
ENSG00000188290.6	HES4	chr1	-	934342	935552	8.674069	22.867880	55.747475
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	4.549415	21.395809	52.158848
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.771486	2.418650	5.896200
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.149154	0.316102	0.770595
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.000000	0.000000	0.000000
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	12.873216	143.669907	350.239502
ENSG00000187608.5	ISG15	chr1	+	948803	949920	336.983887	1111.967896	2710.762695
ENSG00000237330.1	RNF223	chr1	-	1007126	1009687	0.136222	0.288695	0.703783
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	3.119942	16.125477	39.310795
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	2.808988	14.859209	36.223877
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.566314	11.296404	27.538450
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	11.779449	24.964172	60.857822
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	13.182238	206.012192	502.217957
ENSG00000188157.9	AGRN	chr1	+	955503	991496	11.675483	139.145782	339.210541
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.187486	0.548642	1.337483
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.052607	0.694511	1.693084
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	5.210429	141.662643	345.346161
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	12.981215	55.488468	135.270157
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.208384	0.441628	1.076604
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.971692	2.078303	5.066501
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	5.565159	55.092712	134.305389
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	101.601059	381.447235	929.894592
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	6.375288	92.092659	224.504105
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	4.361050	67.845222	165.393539
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	10.105468	52.643074	128.333633
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	14.515365	205.061371	499.899994
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.495970	1.051109	2.562400
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	1.945655	6.821560	16.629646
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.131502	0.532463	1.298042
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	14.678760	50.328297	122.690666
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	28.990324	456.624786	1113.162964
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	2.703271	33.740353	82.252464
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	5.490881	99.246887	241.944748
ENSG00000215014.3	AL645728.1	chr1	+	1510355	1511373	1.027478	2.177533	5.308404
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	3.361151	7.123283	17.365187
ENSG00000160075.10	SSU72	chr1	-	1477053	1510249	8.109016	416.963348	1016.476074
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	1.593809	52.731415	128.548996
ENSG00000189409.8	MMP23B	chr1	+	1567474	1570639	0.023531	0.049869	0.121572
ENSG00000248333.3	CDK11B	chr1	-	1570603	1590473	2.328470	38.745731	94.454613
ENSG00000189339.7	SLC35E2B	chr1	-	1592939	1624167	3.048018	40.046360	97.625290
ENSG00000008128.18	CDK11A	chr1	-	1634169	1655766	1.378405	45.761684	111.558144
ENSG00000215790.2	SLC35E2	chr1	-	1656277	1677431	2.573337	10.935822	26.659422
ENSG00000008130.11	NADK	chr1	-	1682671	1711896	5.658909	140.762711	343.152283
ENSG00000116151.8	MORN1	chr1	-	2252692	2323146	0.260433	1.814889	4.424348
ENSG00000269753.1	AL589739.1	chr1	+	2258581	2259042	0.000000	0.000000	0.000000
ENSG00000157933.9	SKI	chr1	+	2160134	2241558	1.098419	26.398603	64.354691
ENSG00000197921.5	HES5	chr1	-	2460184	2461684	0.495670	1.199237	2.923508
ENSG00000078369.12	GNB1	chr1	-	1716729	1822495	10.336417	744.330933	1814.534912
ENSG00000157916.13	RER1	chr1	+	2323267	2335190	12.114865	208.820465	509.063965
ENSG00000157911.5	PEX10	chr1	-	2336236	2345236	6.593039	63.317574	154.356018
ENSG00000157881.9	PANK4	chr1	-	2439972	2458039	3.495844	55.954449	136.406143
ENSG00000067606.11	PRKCZ	chr1	+	1981909	2116834	0.022977	2.738202	6.675207
ENSG00000162585.11	C1orf86	chr1	-	2115903	2144159	1.857992	109.719704	267.475403
ENSG00000269554.1	AL590822.2	chr1	+	2121237	2123179	0.040918	0.086717	0.211400
ENSG00000203301.2	AL590822.1	chr1	-	2143360	2145620	0.000000	0.000000	0.000000
ENSG00000149527.12	PLCH2	chr1	+	2357419	2436969	0.034236	0.109222	0.266263
ENSG00000215912.7	TTC34	chr1	-	2567415	2718286	0.003964	0.008401	0.020480
ENSG00000157870.10	FAM213B	chr1	+	2517930	2522908	10.759221	49.667519	121.079811
ENSG00000142606.11	MMEL1	chr1	-	2522078	2564481	0.003537	0.007496	0.018274
ENSG00000158109.10	TPRG1L	chr1	+	3541566	3546691	14.181749	63.206001	154.084015
ENSG00000157873.13	TNFRSF14	chr1	+	2487078	2496821	18.490751	204.532242	498.610077
ENSG00000162591.11	MEGF6	chr1	-	3406484	3528059	0.008168	0.017310	0.042199
ENSG00000235169.3	SMIM1	chr1	+	3689352	3692546	0.140845	1.340200	3.267148
ENSG00000130764.5	LRRC47	chr1	-	3696784	3713068	9.138931	120.488052	293.726593
ENSG00000169598.11	DFFB	chr1	+	3773845	3801993	0.263119	7.320503	17.845970
