Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	1.654609	4.676767	11.156305
ENSG00000188290.6	HES4	chr1	-	934342	935552	2.006193	5.670522	13.526882
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	4.095723	31.414894	74.939423
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.185303	1.067943	2.547549
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.021679	0.061276	0.146172
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.000000	0.000000	0.000000
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	9.097003	112.906815	269.336304
ENSG00000187608.5	ISG15	chr1	+	948803	949920	412.237061	1805.478394	4306.921875
ENSG00000237330.1	RNF223	chr1	-	1007126	1009687	0.058548	0.165486	0.394764
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	1.889676	11.695271	27.898766
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	2.485358	19.459568	46.420296
ENSG00000188157.9	AGRN	chr1	+	955503	991496	7.541370	105.538246	251.758728
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.585120	20.629360	49.210804
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.175357	0.495648	1.182356
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	9.708557	27.441320	65.460556
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	10.722014	226.881210	541.219238
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.119485	0.535417	1.277223
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	4.377302	156.315063	372.885559
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	8.600831	42.410915	101.170143
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.141600	0.400234	0.954747
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.413223	1.167978	2.786182
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	3.018224	37.437656	89.306557
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	99.342865	494.070923	1178.593262
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	2.367793	34.386097	82.027138
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	5.952067	41.935825	100.036827
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	10.863394	209.752945	500.360199
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	6.638319	116.845314	278.731445
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.978209	2.764916	6.595636
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	1.730529	10.075105	24.033899
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.043051	0.121684	0.290274
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	13.580346	56.936966	135.821655
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	32.437649	633.615051	1511.472290
ENSG00000205090.4	TMEM240	chr1	-	1470554	1475833	0.056818	0.160597	0.383099
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	2.723190	47.069790	112.283760
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	4.053652	95.744339	228.395630
ENSG00000215014.3	AL645728.1	chr1	+	1510355	1511373	0.441609	1.248212	2.977576
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	1.220144	3.448748	8.226898
ENSG00000160075.10	SSU72	chr1	-	1477053	1510249	6.144310	431.845978	1030.157349
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	2.836781	57.516941	137.205170
ENSG00000178821.8	TMEM52	chr1	-	1849029	1850712	0.178147	0.503534	1.201167
ENSG00000189409.8	MMP23B	chr1	+	1567474	1570639	0.075912	0.390722	0.932058
ENSG00000248333.3	CDK11B	chr1	-	1570603	1590473	2.816896	74.055916	176.658463
ENSG00000189339.7	SLC35E2B	chr1	-	1592939	1624167	2.063808	48.196304	114.971031
ENSG00000008128.18	CDK11A	chr1	-	1634169	1655766	1.387583	60.714771	144.833496
ENSG00000215790.2	SLC35E2	chr1	-	1656277	1677431	0.490143	4.138859	9.873141
ENSG00000008130.11	NADK	chr1	-	1682671	1711896	3.383286	114.013000	271.975067
ENSG00000157933.9	SKI	chr1	+	2160134	2241558	0.579160	8.287649	19.769970
ENSG00000116151.8	MORN1	chr1	-	2252692	2323146	0.175742	2.578590	6.151159
ENSG00000269753.1	AL589739.1	chr1	+	2258581	2259042	0.000000	0.000000	0.000000
ENSG00000197921.5	HES5	chr1	-	2460184	2461684	0.187875	0.531030	1.266759
ENSG00000157881.9	PANK4	chr1	-	2439972	2458039	2.326216	52.613770	125.508781
ENSG00000157916.13	RER1	chr1	+	2323267	2335190	9.996153	200.319443	477.856812
ENSG00000157911.5	PEX10	chr1	-	2336236	2345236	4.544521	56.166851	133.984573
ENSG00000067606.11	PRKCZ	chr1	+	1981909	2116834	0.025884	0.927044	2.211439
ENSG00000162585.11	C1orf86	chr1	-	2115903	2144159	1.356660	98.618675	235.252289
ENSG00000269554.1	AL590822.2	chr1	+	2121237	2123179	0.025236	0.071330	0.170155
ENSG00000203301.2	AL590822.1	chr1	-	2143360	2145620	0.066342	0.187516	0.447315
ENSG00000149527.12	PLCH2	chr1	+	2357419	2436969	0.061463	0.824657	1.967197
ENSG00000078369.12	GNB1	chr1	-	1716729	1822495	6.253312	587.611816	1401.732666
ENSG00000215912.7	TTC34	chr1	-	2567415	2718286	0.005932	0.016767	0.039997
ENSG00000157870.10	FAM213B	chr1	+	2517930	2522908	7.345885	37.742912	90.034729
ENSG00000142606.11	MMEL1	chr1	-	2522078	2564481	0.000000	0.000000	0.000000
ENSG00000157873.13	TNFRSF14	chr1	+	2487078	2496821	12.638616	183.835159	438.533966
ENSG00000158109.10	TPRG1L	chr1	+	3541566	3546691	10.919866	64.199242	153.145630
ENSG00000162592.4	CCDC27	chr1	+	3668962	3688209	0.007793	0.022027	0.052545
ENSG00000235169.3	SMIM1	chr1	+	3689352	3692546	0.137089	0.387483	0.924331
ENSG00000162591.11	MEGF6	chr1	-	3406484	3528059	0.003504	0.009904	0.023626
ENSG00000130764.5	LRRC47	chr1	-	3696784	3713068	6.552661	125.031067	298.258362
ENSG00000169598.11	DFFB	chr1	+	3773845	3801993	0.523816	10.891722	25.981920
