Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	0.067872	0.136301	0.318497
ENSG00000188290.6	HES4	chr1	-	934342	935552	0.123039	0.282806	0.660837
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	1.796411	6.966599	16.278950
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.116543	0.577794	1.350139
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.043937	0.088235	0.206179
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.000000	0.000000	0.000000
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	11.754128	142.544495	333.085754
ENSG00000237330.1	RNF223	chr1	-	1007126	1009687	0.059329	0.119145	0.278408
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	0.095915	0.522429	1.220768
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	0.308417	0.619366	1.447280
ENSG00000187608.5	ISG15	chr1	+	948803	949920	195.513428	612.503357	1431.245483
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.020629	0.360204	0.841694
ENSG00000188157.9	AGRN	chr1	+	955503	991496	1.515028	21.299309	49.770397
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	14.329037	28.775688	67.240562
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	11.996623	174.558090	407.892365
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.037192	0.113649	0.265564
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	5.472857	164.807877	385.108887
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	5.378014	20.603735	48.145042
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.212125	0.425991	0.995420
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.038067	0.076446	0.178634
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	1.156978	8.493796	19.847574
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	112.612610	394.690247	922.278259
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	0.839032	9.974001	23.306389
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	5.221257	24.901114	58.186790
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	16.116493	220.336777	514.864075
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.045373	0.091118	0.212918
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	0.195593	0.561242	1.311462
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.045872	0.092121	0.215259
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	1.487301	19.886866	46.469925
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	2.721951	77.415482	180.897858
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	7.854316	94.897057	221.747299
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	25.121738	63.316010	147.951416
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	60.347618	906.697876	2118.693848
ENSG00000215014.3	AL645728.1	chr1	+	1510355	1511373	0.447498	0.898669	2.099933
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	0.291607	0.585608	1.368397
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	0.364519	5.504354	12.862102
ENSG00000189409.8	MMP23B	chr1	+	1567474	1570639	0.000000	0.000000	0.000000
ENSG00000248333.3	CDK11B	chr1	-	1570603	1590473	3.474586	75.140297	175.581390
ENSG00000160075.10	SSU72	chr1	-	1477053	1510249	12.003449	582.593140	1361.353638
ENSG00000008130.11	NADK	chr1	-	1682671	1711896	5.910882	134.137573	313.441162
ENSG00000189339.7	SLC35E2B	chr1	-	1592939	1624167	0.330800	1.442303	3.370250
ENSG00000008128.18	CDK11A	chr1	-	1634169	1655766	1.554816	55.067707	128.677490
ENSG00000215790.2	SLC35E2	chr1	-	1656277	1677431	1.489060	6.680401	15.610188
ENSG00000157933.9	SKI	chr1	+	2160134	2241558	0.520932	1.727264	4.036122
ENSG00000116151.8	MORN1	chr1	-	2252692	2323146	0.273318	6.976535	16.302168
ENSG00000269753.1	AL589739.1	chr1	+	2258581	2259042	0.329004	0.660708	1.543887
ENSG00000197921.5	HES5	chr1	-	2460184	2461684	0.100600	0.202026	0.472076
ENSG00000157881.9	PANK4	chr1	-	2439972	2458039	3.688884	50.056179	116.966980
ENSG00000067606.11	PRKCZ	chr1	+	1981909	2116834	0.131214	14.845460	34.689598
ENSG00000162585.11	C1orf86	chr1	-	2115903	2144159	0.388327	9.891736	23.114161
ENSG00000269554.1	AL590822.2	chr1	+	2121237	2123179	0.029474	0.059190	0.138310
ENSG00000203301.2	AL590822.1	chr1	-	2143360	2145620	0.000000	0.000000	0.000000
ENSG00000157916.13	RER1	chr1	+	2323267	2335190	14.267307	213.611511	499.149048
ENSG00000157911.5	PEX10	chr1	-	2336236	2345236	5.390905	48.031712	112.236389
ENSG00000149527.12	PLCH2	chr1	+	2357419	2436969	0.014688	0.092689	0.216587
ENSG00000215912.7	TTC34	chr1	-	2567415	2718286	0.003022	0.006069	0.014181
ENSG00000142611.11	PRDM16	chr1	+	2985732	3355185	0.000411	0.000825	0.001929
ENSG00000157873.13	TNFRSF14	chr1	+	2487078	2496821	11.331767	142.382980	332.708344
ENSG00000157870.10	FAM213B	chr1	+	2517930	2522908	7.638704	29.744371	69.504097
ENSG00000142606.11	MMEL1	chr1	-	2522078	2564481	0.000000	0.000000	0.000000
ENSG00000078369.12	GNB1	chr1	-	1716729	1822495	13.696617	931.004517	2175.491699
ENSG00000158109.10	TPRG1L	chr1	+	3541566	3546691	24.248924	102.544090	239.616226
ENSG00000235169.3	SMIM1	chr1	+	3689352	3692546	0.183412	1.028544	2.403414
ENSG00000130764.5	LRRC47	chr1	-	3696784	3713068	9.376887	125.864754	294.109955
ENSG00000169598.11	DFFB	chr1	+	3773845	3801993	0.851960	10.756574	25.135038
ENSG00000116198.8	CEP104	chr1	-	3728645	3773778	1.743039	38.206722	89.278198
ENSG00000196581.5	AJAP1	chr1	+	4714792	4843850	0.001178	0.002366	0.005528
ENSG00000116213.11	WRAP73	chr1	-	3547331	3569325	4.334166	112.539993	262.973785
ENSG00000078900.9	TP73	chr1	+	3569084	3652765	0.411550	24.331907	56.856712
ENSG00000198912.6	C1orf174	chr1	-	3805689	3816857	10.946634	141.966309	331.734711
ENSG00000158292.6	GPR153	chr1	-	6307406	6321035	0.837803	1.682483	3.931481
ENSG00000187017.10	ESPN	chr1	+	6484848	6521430	0.004155	0.008344	0.019498
ENSG00000215788.5	TNFRSF25	chr1	-	6521211	6526255	0.000000	0.000000	0.000000
ENSG00000171680.16	PLEKHG5	chr1	-	6526152	6580121	0.000000	0.000000	0.000000
ENSG00000069812.7	HES2	chr1	-	6472478	6484730	0.396230	0.795712	1.859352
ENSG00000131697.13	NPHP4	chr1	-	5922871	6052533	0.110030	4.620807	10.797504
ENSG00000069424.10	KCNAB2	chr1	+	6051526	6161253	3.327991	210.794266	492.565948
ENSG00000268332.1	AL035406.1	chr1	-	6100630	6101399	0.000000	0.000000	0.000000
ENSG00000162408.10	NOL9	chr1	-	6581407	6614595	2.190263	25.824772	60.345112
ENSG00000097021.14	ACOT7	chr1	-	6324333	6454451	1.200968	155.011581	362.217743
ENSG00000204859.7	ZBTB48	chr1	+	6640061	6649340	2.925472	31.781652	74.264641
ENSG00000116251.5	RPL22	chr1	-	6241329	6269449	46.905304	663.200623	1549.710449
ENSG00000158286.8	RNF207	chr1	+	6265535	6281359	0.573639	1.207369	2.821276
ENSG00000116237.11	ICMT	chr1	-	6281253	6296032	15.251578	113.463486	265.131744
ENSG00000162413.12	KLHL21	chr1	-	6650784	6674667	2.383185	24.361481	56.925823
ENSG00000116273.5	PHF13	chr1	+	6673745	6684093	9.196521	50.002853	116.842384
ENSG00000049245.8	VAMP3	chr1	+	7831329	7841492	4.934855	42.121220	98.425255
ENSG00000049249.4	TNFRSF9	chr1	-	7979907	8000926	0.294842	4.174512	9.754643
ENSG00000041988.11	THAP3	chr1	+	6684926	6695646	0.925115	15.648634	36.566387
ENSG00000007923.11	DNAJC11	chr1	-	6694228	6761984	2.747557	118.595108	277.122894
ENSG00000049246.10	PER3	chr1	+	7844380	7905237	0.612415	14.540178	33.976242
ENSG00000049247.9	UTS2	chr1	-	7903143	7913572	0.000000	0.000000	0.000000
ENSG00000162426.10	SLC45A1	chr1	+	8377886	8404227	0.005770	0.011587	0.027076
ENSG00000116285.8	ERRFI1	chr1	-	8064464	8086368	0.261721	0.525590	1.228154
ENSG00000116288.8	PARK7	chr1	+	8014351	8045565	34.213379	2055.529785	4803.186035
ENSG00000142599.13	RERE	chr1	-	8412457	8877702	0.462985	42.355263	98.972145
ENSG00000171735.14	CAMTA1	chr1	+	6845384	7829766	0.062337	221.136429	516.732605
ENSG00000180758.10	GPR157	chr1	-	9160364	9189229	0.493112	9.565718	22.352348
ENSG00000142583.13	SLC2A5	chr1	-	9095166	9148537	0.872771	24.180315	56.502487
ENSG00000049239.8	H6PD	chr1	+	9294834	9331396	4.882213	32.418373	75.752472
ENSG00000188807.8	TMEM201	chr1	+	9648932	9674935	0.939468	11.558336	27.008528
ENSG00000171612.5	SLC25A33	chr1	+	9599541	9642831	0.147087	0.295381	0.690222
ENSG00000171621.9	SPSB1	chr1	+	9352939	9429591	0.177697	0.356853	0.833862
ENSG00000178585.10	CTNNBIP1	chr1	-	9908334	9970394	0.717837	29.103830	68.007332
ENSG00000162444.11	RBP7	chr1	+	10057264	10076078	0.007998	0.230785	0.539279
ENSG00000162441.7	LZIC	chr1	-	9982173	10003465	2.641473	72.179825	168.663635
ENSG00000173614.9	NMNAT1	chr1	+	10003486	10045559	0.883453	19.247274	44.975380
ENSG00000130939.14	UBE4B	chr1	+	10092890	10241297	1.271210	79.207405	185.085052
ENSG00000054523.12	KIF1B	chr1	+	10270863	10441661	0.304730	8.772350	20.498478
ENSG00000171608.11	PIK3CD	chr1	+	9711790	9789172	7.268080	209.973190	490.647339
ENSG00000179840.5	C1orf200	chr1	-	9712668	9714644	0.000000	0.000000	0.000000
ENSG00000171603.12	CLSTN1	chr1	-	9789084	9884584	3.094526	145.335480	339.607483
ENSG00000175279.16	APITD1	chr1	+	10490159	10512210	1.288335	67.914192	158.696060
ENSG00000251503.3	APITD1-CORT	chr1	+	10490159	10512210	0.040170	0.903894	2.112143
ENSG00000241563.2	CORT	chr1	+	10509776	10511959	0.002706	0.005434	0.012698
ENSG00000142657.16	PGD	chr1	+	10458649	10480201	17.582199	446.628754	1043.643799
ENSG00000175262.10	C1orf127	chr1	-	11006528	11042094	0.141824	2.917780	6.818017
ENSG00000130940.10	CASZ1	chr1	-	10696661	10856707	0.060513	3.209438	7.499539
ENSG00000160049.7	DFFA	chr1	-	10516579	10532583	10.937761	132.014709	308.480652
ENSG00000142655.8	PEX14	chr1	+	10532345	10690815	0.399717	55.029884	128.589111
ENSG00000009724.12	MASP2	chr1	-	11086580	11107290	0.479842	0.963623	2.251711
ENSG00000120948.11	TARDBP	chr1	+	11072414	11085796	18.194813	189.341797	442.437714
ENSG00000116649.5	SRM	chr1	-	11114641	11120081	63.679844	553.724976	1293.897095
ENSG00000171824.9	EXOSC10	chr1	-	11126675	11159938	9.916760	246.994522	577.155640
ENSG00000204624.6	PTCHD2	chr1	+	11539223	11597641	0.002602	0.005225	0.012210
ENSG00000120942.9	UBIAD1	chr1	+	11333263	11356106	3.730111	48.921955	114.316628
