Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	0.084729	0.148155	0.354841
ENSG00000188290.6	HES4	chr1	-	934342	935552	1.102395	1.927618	4.616774
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	3.252912	13.784171	33.014008
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.227161	0.672875	1.611581
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.021968	0.038413	0.092001
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.000000	0.000000	0.000000
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	16.229486	158.135956	378.746155
ENSG00000187608.5	ISG15	chr1	+	948803	949920	573.491943	1564.678833	3747.510254
ENSG00000237330.1	RNF223	chr1	-	1007126	1009687	0.059329	0.103741	0.248467
ENSG00000162571.9	TTLL10	chr1	+	1109264	1133315	0.006320	0.011051	0.026468
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	2.852776	11.708332	28.042234
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	4.365989	21.199909	50.775196
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.556116	13.043531	31.240128
ENSG00000188157.9	AGRN	chr1	+	955503	991496	11.450920	114.986725	275.400879
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.071078	0.124285	0.297671
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	16.883280	29.521648	70.706314
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.142290	0.413835	0.991162
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	13.491416	201.353409	482.254822
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	6.437296	167.116486	400.255127
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	9.975350	33.070316	79.205605
