Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	0.416164	0.670453	1.652462
ENSG00000269831.1	AL669831.1	chr1	-	738532	739137	0.872937	1.406329	3.466170
ENSG00000188290.6	HES4	chr1	-	934342	935552	0.638728	1.029011	2.536196
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	4.557982	18.689693	46.064377
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.365734	1.069586	2.636202
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.019300	0.105442	0.259882
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.000000	0.000000	0.000000
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	13.076049	112.217278	276.581268
ENSG00000187608.5	ISG15	chr1	+	948803	949920	274.685181	685.319885	1689.104004
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	0.252976	1.199464	2.956312
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	0.560393	1.700308	4.190739
ENSG00000188157.9	AGRN	chr1	+	955503	991496	3.377624	31.114927	76.688782
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.652296	4.468478	11.013432
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.064261	0.237240	0.584725
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	15.462943	24.911280	61.398685
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	15.438678	181.881912	448.283264
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.132762	0.525765	1.295849
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	5.108444	112.617149	277.566833
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	6.488788	20.226631	49.852463
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.323358	0.520940	1.283957
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.266466	0.429285	1.058056
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	2.786607	17.883858	44.078243
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	100.247673	308.373383	760.046082
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	2.347417	24.912531	61.401768
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	5.130917	19.517462	48.104576
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	17.826193	178.505035	439.960327
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	14.117966	153.144348	377.454010
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.395821	0.637680	1.571686
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	1.088743	2.966243	7.310882
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.451930	0.728073	1.794478
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	28.545418	68.752121	169.452927
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	47.503563	539.934570	1330.773682
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	1.851529	18.809040	46.358536
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	3.154513	58.619080	144.478119
ENSG00000215014.3	AL645728.1	chr1	+	1510355	1511373	0.946025	1.524076	3.756380
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	1.312230	2.114043	5.210470
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	0.976792	15.088267	37.187965
ENSG00000160075.10	SSU72	chr1	-	1477053	1510249	9.516043	385.330200	949.721069
ENSG00000189409.8	MMP23B	chr1	+	1567474	1570639	0.044325	0.129646	0.319538
ENSG00000248333.3	CDK11B	chr1	-	1570603	1590473	4.459467	74.286171	183.092697
ENSG00000189339.7	SLC35E2B	chr1	-	1592939	1624167	1.127625	13.444404	33.136345
ENSG00000008128.18	CDK11A	chr1	-	1634169	1655766	2.040498	46.262772	114.023582
ENSG00000215790.2	SLC35E2	chr1	-	1656277	1677431	4.146764	16.561035	40.817886
ENSG00000008130.11	NADK	chr1	-	1682671	1711896	6.494544	114.608215	282.474213
ENSG00000178821.8	TMEM52	chr1	-	1849029	1850712	0.089667	0.144456	0.356041
ENSG00000169885.5	CALML6	chr1	+	1846266	1848735	0.082842	0.278726	0.686975
ENSG00000116151.8	MORN1	chr1	-	2252692	2323146	0.407671	13.125567	32.350510
ENSG00000269753.1	AL589739.1	chr1	+	2258581	2259042	0.000000	0.000000	0.000000
ENSG00000157933.9	SKI	chr1	+	2160134	2241558	0.832806	3.507885	8.645863
ENSG00000067606.11	PRKCZ	chr1	+	1981909	2116834	0.171581	12.733248	31.383560
ENSG00000162585.11	C1orf86	chr1	-	2115903	2144159	0.556610	7.868443	19.393305
ENSG00000269554.1	AL590822.2	chr1	+	2121237	2123179	0.067935	0.109445	0.269749
ENSG00000203301.2	AL590822.1	chr1	-	2143360	2145620	0.067227	0.108305	0.266938
ENSG00000197921.5	HES5	chr1	-	2460184	2461684	0.101266	0.163143	0.402097
ENSG00000149527.12	PLCH2	chr1	+	2357419	2436969	0.021116	0.449903	1.108873
ENSG00000157881.9	PANK4	chr1	-	2439972	2458039	4.029645	60.138622	148.223312
ENSG00000157916.13	RER1	chr1	+	2323267	2335190	20.581865	218.935516	539.609070
ENSG00000157911.5	PEX10	chr1	-	2336236	2345236	6.226287	40.502506	99.826294
ENSG00000078369.12	GNB1	chr1	-	1716729	1822495	15.275233	835.748230	2059.863770
ENSG00000158109.10	TPRG1L	chr1	+	3541566	3546691	20.948233	70.607063	174.024826
ENSG00000157870.10	FAM213B	chr1	+	2517930	2522908	8.910170	26.626610	65.626450
ENSG00000142606.11	MMEL1	chr1	-	2522078	2564481	0.007098	0.011435	0.028184
ENSG00000157873.13	TNFRSF14	chr1	+	2487078	2496821	22.396908	223.394424	550.598999
ENSG00000162591.11	MEGF6	chr1	-	3406484	3528059	0.008968	0.014448	0.035609
ENSG00000235169.3	SMIM1	chr1	+	3689352	3692546	0.047574	0.076643	0.188902
ENSG00000162592.4	CCDC27	chr1	+	3668962	3688209	0.015794	0.025445	0.062713
ENSG00000142611.11	PRDM16	chr1	+	2985732	3355185	0.001226	0.001975	0.004868
ENSG00000215912.7	TTC34	chr1	-	2567415	2718286	0.011076	0.017844	0.043979
ENSG00000130764.5	LRRC47	chr1	-	3696784	3713068	9.414415	108.967529	268.571655
ENSG00000116213.11	WRAP73	chr1	-	3547331	3569325	3.149834	64.998383	160.201126
ENSG00000078900.9	TP73	chr1	+	3569084	3652765	0.788677	16.551971	40.795547
ENSG00000169598.11	DFFB	chr1	+	3773845	3801993	0.819163	14.382049	35.447353
ENSG00000196581.5	AJAP1	chr1	+	4714792	4843850	0.001178	0.001898	0.004677
ENSG00000116198.8	CEP104	chr1	-	3728645	3773778	2.612931	40.133091	98.915794
ENSG00000198912.6	C1orf174	chr1	-	3805689	3816857	12.265802	112.847069	278.133514
ENSG00000116254.13	CHD5	chr1	-	6161853	6240183	0.009749	0.015706	0.038710
ENSG00000131697.13	NPHP4	chr1	-	5922871	6052533	0.240305	9.832561	24.234259
ENSG00000069424.10	KCNAB2	chr1	+	6051526	6161253	5.196529	226.777100	558.936218
ENSG00000268332.1	AL035406.1	chr1	-	6100630	6101399	0.000000	0.000000	0.000000
ENSG00000158292.6	GPR153	chr1	-	6307406	6321035	0.796992	1.283979	3.164615
ENSG00000069812.7	HES2	chr1	-	6472478	6484730	0.593895	0.956783	2.358178
ENSG00000187017.10	ESPN	chr1	+	6484848	6521430	0.028893	0.046548	0.114725
ENSG00000215788.5	TNFRSF25	chr1	-	6521211	6526255	0.150644	0.242692	0.598162
ENSG00000171680.16	PLEKHG5	chr1	-	6526152	6580121	0.039318	0.063343	0.156120
ENSG00000116251.5	RPL22	chr1	-	6241329	6269449	16.211311	347.426056	856.298950
ENSG00000158286.8	RNF207	chr1	+	6265535	6281359	1.108768	12.867043	31.713327
ENSG00000116237.11	ICMT	chr1	-	6281253	6296032	15.612481	103.272644	254.535477
ENSG00000162408.10	NOL9	chr1	-	6581407	6614595	3.565077	29.084284	71.683876
ENSG00000204859.7	ZBTB48	chr1	+	6640061	6649340	6.039343	44.186020	108.905029
ENSG00000097021.14	ACOT7	chr1	-	6324333	6454451	1.355793	152.893707	376.836243
ENSG00000162413.12	KLHL21	chr1	-	6650784	6674667	4.979196	40.424988	99.635231
ENSG00000116273.5	PHF13	chr1	+	6673745	6684093	10.116670	44.575516	109.865013
ENSG00000041988.11	THAP3	chr1	+	6684926	6695646	1.815804	29.471348	72.637856
ENSG00000007923.11	DNAJC11	chr1	-	6694228	6761984	4.014347	125.198959	308.577118
ENSG00000049245.8	VAMP3	chr1	+	7831329	7841492	4.572046	36.627125	90.274658
ENSG00000049249.4	TNFRSF9	chr1	-	7979907	8000926	0.677238	9.693775	23.892191
ENSG00000049246.10	PER3	chr1	+	7844380	7905237	0.273133	6.545321	16.132215
ENSG00000049247.9	UTS2	chr1	-	7903143	7913572	0.014573	0.023478	0.057865
ENSG00000162426.10	SLC45A1	chr1	+	8377886	8404227	0.017121	0.027582	0.067982
ENSG00000116285.8	ERRFI1	chr1	-	8064464	8086368	0.034238	0.455045	1.121548
ENSG00000116288.8	PARK7	chr1	+	8014351	8045565	32.312447	1537.398926	3789.218018
ENSG00000142599.13	RERE	chr1	-	8412457	8877702	0.690013	62.487808	154.013336
ENSG00000171735.14	CAMTA1	chr1	+	6845384	7829766	0.058266	154.684052	381.248871
