Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	3.234760	4.983926	11.713988
ENSG00000188290.6	HES4	chr1	-	934342	935552	0.454003	0.723734	1.701030
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.282215	1.228616	2.887681
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.021968	0.033847	0.079552
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	3.000236	9.193657	21.608345
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.000000	0.000000	0.000000
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	17.792723	173.104309	406.856323
ENSG00000187608.5	ISG15	chr1	+	948803	949920	391.016968	940.891418	2211.427490
ENSG00000237330.1	RNF223	chr1	-	1007126	1009687	0.059329	0.091411	0.214847
ENSG00000162571.9	TTLL10	chr1	+	1109264	1133315	0.006320	0.009737	0.022887
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	1.683308	9.150186	21.506170
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	2.793788	10.727327	25.213013
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.444066	9.054842	21.282078
ENSG00000188157.9	AGRN	chr1	+	955503	991496	2.809596	23.368296	54.923756
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.082885	0.521593	1.225928
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	16.823845	25.921179	60.923935
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	19.009708	250.679169	589.184631
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.030921	0.047641	0.111974
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	7.119128	171.634842	403.402618
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	10.031868	28.874765	67.865913
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.207614	0.319879	0.751829
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.190083	0.292869	0.688345
