Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	0.810523	1.144961	2.738277
ENSG00000188290.6	HES4	chr1	-	934342	935552	0.125516	0.177306	0.424044
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	4.197596	16.918489	40.462086
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.435396	0.815572	1.950513
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.196705	0.277869	0.664550
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.007717	0.010901	0.026071
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	14.264951	96.536064	230.874649
ENSG00000187608.5	ISG15	chr1	+	948803	949920	205.283981	453.809204	1085.325439
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	0.364691	1.631725	3.902416
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	2.466787	8.413941	20.122694
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.173535	2.825901	6.758397
ENSG00000188157.9	AGRN	chr1	+	955503	991496	5.357297	52.738335	126.128471
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.198562	1.546270	3.698042
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	11.844611	16.731936	40.015926
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	16.688374	182.334473	436.069244
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.179498	0.382403	0.914552
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	4.916113	95.079720	227.391678
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	9.924001	26.391430	63.117474
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.372648	0.526410	1.258957
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.263962	0.372878	0.891771
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	4.373449	29.815294	71.305946
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	2.115755	18.961596	45.348354
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	8.502384	28.957619	69.254745
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	22.481306	214.893417	513.936890
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	127.400162	324.403290	775.839539
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	11.232375	106.051949	253.632767
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.590448	1.692430	4.047599
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.047773	0.070861	0.169471
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	2.093541	4.661737	11.148961
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	23.520708	50.823891	121.549904
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	49.691620	512.189819	1224.947754
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	2.254544	17.961927	42.957558
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	5.442694	64.581749	154.453049
ENSG00000215014.3	AL645728.1	chr1	+	1510355	1511373	1.234544	1.743942	4.170793
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	1.082014	1.528475	3.655484
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	1.560075	21.143934	50.567616
ENSG00000160075.10	SSU72	chr1	-	1477053	1510249	10.893248	369.385925	883.419617
ENSG00000215790.2	SLC35E2	chr1	-	1656277	1677431	2.026774	7.384699	17.661171
ENSG00000189409.8	MMP23B	chr1	+	1567474	1570639	0.044579	0.090040	0.215340
ENSG00000248333.3	CDK11B	chr1	-	1570603	1590473	3.755890	48.636795	116.319267
ENSG00000189339.7	SLC35E2B	chr1	-	1592939	1624167	3.104883	30.975508	74.080704
ENSG00000008128.18	CDK11A	chr1	-	1634169	1655766	2.164381	75.857437	181.419861
ENSG00000008130.11	NADK	chr1	-	1682671	1711896	7.274210	111.515572	266.699463
ENSG00000178821.8	TMEM52	chr1	-	1849029	1850712	0.180523	0.377599	0.903062
ENSG00000169885.5	CALML6	chr1	+	1846266	1848735	0.123077	0.173861	0.415804
ENSG00000142609.12	C1orf222	chr1	-	1853396	1935276	0.005545	0.007833	0.018733
ENSG00000157933.9	SKI	chr1	+	2160134	2241558	0.586190	2.765573	6.614115
ENSG00000116151.8	MORN1	chr1	-	2252692	2323146	0.078698	3.218972	7.698462
ENSG00000269753.1	AL589739.1	chr1	+	2258581	2259042	0.000000	0.000000	0.000000
ENSG00000067606.11	PRKCZ	chr1	+	1981909	2116834	0.233331	15.335711	36.676727
ENSG00000162585.11	C1orf86	chr1	-	2115903	2144159	0.859141	39.304070	93.999207
ENSG00000269554.1	AL590822.2	chr1	+	2121237	2123179	0.032288	0.045611	0.109082
ENSG00000203301.2	AL590822.1	chr1	-	2143360	2145620	0.000000	0.000000	0.000000
ENSG00000149527.12	PLCH2	chr1	+	2357419	2436969	0.099911	1.485318	3.552271
ENSG00000197921.5	HES5	chr1	-	2460184	2461684	0.101266	0.143050	0.342118
ENSG00000157916.13	RER1	chr1	+	2323267	2335190	20.236504	233.527512	558.501953
ENSG00000157911.5	PEX10	chr1	-	2336236	2345236	6.899161	45.745350	109.404114
ENSG00000157881.9	PANK4	chr1	-	2439972	2458039	5.132339	52.264923	124.996246
ENSG00000078369.12	GNB1	chr1	-	1716729	1822495	16.324133	785.421692	1878.406372
ENSG00000157873.13	TNFRSF14	chr1	+	2487078	2496821	31.778727	246.748047	590.120117
ENSG00000158109.10	TPRG1L	chr1	+	3541566	3546691	28.191084	83.431030	199.532791
ENSG00000157870.10	FAM213B	chr1	+	2517930	2522908	15.579702	40.093910	95.888184
ENSG00000142606.11	MMEL1	chr1	-	2522078	2564481	0.008807	0.060686	0.145136
ENSG00000162591.11	MEGF6	chr1	-	3406484	3528059	0.007604	0.033989	0.081288
ENSG00000215912.7	TTC34	chr1	-	2567415	2718286	0.004030	0.005693	0.013615
ENSG00000142611.11	PRDM16	chr1	+	2985732	3355185	0.002469	0.003488	0.008341
ENSG00000235169.3	SMIM1	chr1	+	3689352	3692546	0.487530	2.914471	6.970220
ENSG00000162592.4	CCDC27	chr1	+	3668962	3688209	0.031432	0.044401	0.106190
ENSG00000130764.5	LRRC47	chr1	-	3696784	3713068	11.632238	103.814743	248.282257
ENSG00000116213.11	WRAP73	chr1	-	3547331	3569325	3.868325	72.119057	172.479187
ENSG00000078900.9	TP73	chr1	+	3569084	3652765	2.459051	55.470249	132.662079
ENSG00000169598.11	DFFB	chr1	+	3773845	3801993	0.461368	7.261427	17.366354
ENSG00000116198.8	CEP104	chr1	-	3728645	3773778	3.020749	39.471188	94.398888
ENSG00000198912.6	C1orf174	chr1	-	3805689	3816857	11.362599	100.820114	241.120331
ENSG00000196581.5	AJAP1	chr1	+	4714792	4843850	0.002348	0.003317	0.007933
ENSG00000116254.13	CHD5	chr1	-	6161853	6240183	0.012588	0.017782	0.042527
ENSG00000131697.13	NPHP4	chr1	-	5922871	6052533	0.251960	7.713748	18.448120
ENSG00000069424.10	KCNAB2	chr1	+	6051526	6161253	5.787066	305.510254	730.655212
ENSG00000268332.1	AL035406.1	chr1	-	6100630	6101399	0.000000	0.000000	0.000000
ENSG00000158292.6	GPR153	chr1	-	6307406	6321035	3.085582	10.169415	24.321070
ENSG00000069812.7	HES2	chr1	-	6472478	6484730	0.852582	1.933411	4.623925
ENSG00000173662.15	TAS1R1	chr1	+	6615241	6639817	0.016345	0.158728	0.379611
ENSG00000116251.5	RPL22	chr1	-	6241329	6269449	37.661606	183.243423	438.243073
ENSG00000158286.8	RNF207	chr1	+	6265535	6281359	1.935704	5.041504	12.057209
ENSG00000116237.11	ICMT	chr1	-	6281253	6296032	15.651821	77.162857	184.541885
ENSG00000162408.10	NOL9	chr1	-	6581407	6614595	2.828618	19.566975	46.796173
ENSG00000204859.7	ZBTB48	chr1	+	6640061	6649340	4.372971	31.428429	75.163910
ENSG00000187017.10	ESPN	chr1	+	6484848	6521430	0.018352	0.133303	0.318807
ENSG00000215788.5	TNFRSF25	chr1	-	6521211	6526255	0.076101	0.129468	0.309634
ENSG00000171680.16	PLEKHG5	chr1	-	6526152	6580121	0.028166	0.294175	0.703547
ENSG00000097021.14	ACOT7	chr1	-	6324333	6454451	1.649829	168.271423	402.436218
ENSG00000162413.12	KLHL21	chr1	-	6650784	6674667	7.346349	53.178665	127.181534
ENSG00000116273.5	PHF13	chr1	+	6673745	6684093	11.244418	43.085365	103.042511
ENSG00000049245.8	VAMP3	chr1	+	7831329	7841492	6.247430	36.465813	87.211258
ENSG00000041988.11	THAP3	chr1	+	6684926	6695646	1.370230	21.074934	50.402596
ENSG00000007923.11	DNAJC11	chr1	-	6694228	6761984	3.657897	106.819199	255.467697
ENSG00000049249.4	TNFRSF9	chr1	-	7979907	8000926	0.430296	5.609301	13.415147
ENSG00000049246.10	PER3	chr1	+	7844380	7905237	1.053506	12.789280	30.586708
ENSG00000049247.9	UTS2	chr1	-	7903143	7913572	0.000000	0.000000	0.000000
ENSG00000116285.8	ERRFI1	chr1	-	8064464	8086368	0.260032	0.367326	0.878494
ENSG00000162426.10	SLC45A1	chr1	+	8377886	8404227	0.010456	0.046958	0.112305
ENSG00000116288.8	PARK7	chr1	+	8014351	8045565	31.425182	1352.603394	3234.872314
ENSG00000171735.14	CAMTA1	chr1	+	6845384	7829766	0.063132	152.598343	364.952637
ENSG00000142599.13	RERE	chr1	-	8412457	8877702	0.851216	88.673271	212.070068
ENSG00000142583.13	SLC2A5	chr1	-	9095166	9148537	2.211775	52.314995	125.116005
ENSG00000180758.10	GPR157	chr1	-	9160364	9189229	3.958589	51.003262	121.978882
