Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	9.102512	11.786030	30.295082
ENSG00000269831.1	AL669831.1	chr1	-	738532	739137	0.297030	0.384598	0.988579
ENSG00000188290.6	HES4	chr1	-	934342	935552	1.152864	1.538444	3.954451
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.548002	2.582517	6.638161
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.111892	0.749014	1.925284
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	5.902361	18.981480	48.790436
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.007717	0.009992	0.025684
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	18.051638	133.482574	343.106689
ENSG00000187608.5	ISG15	chr1	+	948803	949920	423.239685	849.957825	2184.751465
ENSG00000162571.9	TTLL10	chr1	+	1109264	1133315	0.006278	0.008129	0.020895
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	0.444242	0.959172	2.465479
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	0.324209	0.664044	1.706873
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.801014	11.525981	29.626648
ENSG00000188157.9	AGRN	chr1	+	955503	991496	9.867970	64.390198	165.510056
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.158584	1.083933	2.786165
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	11.328679	14.668494	37.704235
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	15.807215	142.502609	366.291992
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.116440	0.150768	0.387537
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	6.819645	104.213707	267.873322
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	7.550795	19.897875	51.145958
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.842227	1.090525	2.803109
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.466233	0.603683	1.551722
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	4.135989	26.624424	68.436035
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	103.941597	239.522263	615.673523
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	3.364817	27.192715	69.896782
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	6.271410	23.302317	59.896812
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	21.931948	186.597382	479.634216
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	19.088459	159.477524	409.924713
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.088955	0.115180	0.296061
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	0.549439	0.711420	1.828649
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.347599	2.134225	5.485860
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	31.284056	61.481781	158.034180
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	56.337849	524.275940	1347.610962
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	3.919849	28.428646	73.073647
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	5.883939	58.369431	150.034119
ENSG00000215014.3	AL645728.1	chr1	+	1510355	1511373	1.400393	1.813244	4.660804
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	1.456115	1.885393	4.846258
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	1.706726	25.324499	65.094681
ENSG00000160075.10	SSU72	chr1	-	1477053	1510249	12.671856	404.787476	1040.474976
ENSG00000189409.8	MMP23B	chr1	+	1567474	1570639	0.000000	0.000000	0.000000
ENSG00000248333.3	CDK11B	chr1	-	1570603	1590473	5.229142	66.198021	170.156921
ENSG00000189339.7	SLC35E2B	chr1	-	1592939	1624167	4.552127	38.140636	98.037575
ENSG00000008128.18	CDK11A	chr1	-	1634169	1655766	3.493970	58.325886	149.922195
ENSG00000215790.2	SLC35E2	chr1	-	1656277	1677431	0.563258	6.706924	17.239632
ENSG00000008130.11	NADK	chr1	-	1682671	1711896	7.471973	99.033592	254.558228
ENSG00000169885.5	CALML6	chr1	+	1846266	1848735	0.123077	0.159361	0.409626
ENSG00000178821.8	TMEM52	chr1	-	1849029	1850712	0.538005	0.696615	1.790594
ENSG00000142609.12	C1orf222	chr1	-	1853396	1935276	0.005581	0.007226	0.018575
ENSG00000116151.8	MORN1	chr1	-	2252692	2323146	0.303897	3.219508	8.275497
ENSG00000269753.1	AL589739.1	chr1	+	2258581	2259042	0.000000	0.000000	0.000000
