Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	2.521358	4.323303	10.632481
ENSG00000269831.1	AL669831.1	chr1	-	738532	739137	0.117162	0.200894	0.494068
ENSG00000188290.6	HES4	chr1	-	934342	935552	0.362552	0.738142	1.815345
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.452770	2.246200	5.524175
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.000000	0.000000	0.000000
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	3.788584	12.321426	30.302603
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.007717	0.013232	0.032542
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	9.306526	88.686897	218.111435
ENSG00000187608.5	ISG15	chr1	+	948803	949920	351.785339	934.824463	2299.053223
ENSG00000162571.9	TTLL10	chr1	+	1109264	1133315	0.006195	0.010622	0.026124
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	0.694526	5.162928	12.697407
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	2.324297	10.508307	25.843519
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.256981	1.962331	4.826044
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.232895	2.314204	5.691420
ENSG00000188157.9	AGRN	chr1	+	955503	991496	4.036329	39.444969	97.008675
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	13.941281	23.904732	58.789906
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	14.308877	173.359528	426.350372
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.180151	0.308900	0.759691
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	4.217820	104.896141	257.975494
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	5.488870	18.909306	46.504452
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.389152	0.667268	1.641041
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.339093	0.581433	1.429944
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	3.575541	26.089855	64.163879
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	73.411545	211.977158	521.324341
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	5.635045	38.958611	95.812553
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	10.015164	28.231686	69.431374
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	16.569889	189.840759	466.883362
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	20.576546	187.013687	459.930634
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.044478	0.076265	0.187562
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	0.913971	2.404667	5.913898
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	27.118118	59.732910	146.903656
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	30.827885	373.734985	919.142151
ENSG00000205090.4	TMEM240	chr1	-	1470554	1475833	0.028788	0.049362	0.121398
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	1.755051	31.050720	76.364342
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.217498	0.372938	0.917182
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	0.950105	12.018960	29.558735
ENSG00000215014.3	AL645728.1	chr1	+	1510355	1511373	1.482826	2.542561	6.253026
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	1.525180	2.615184	6.431632
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	1.065505	13.838556	34.033745
ENSG00000160075.10	SSU72	chr1	-	1477053	1510249	10.474239	422.565216	1039.232422
ENSG00000189409.8	MMP23B	chr1	+	1567474	1570639	0.000000	0.000000	0.000000
ENSG00000248333.3	CDK11B	chr1	-	1570603	1590473	3.280338	41.724686	102.615280
ENSG00000189339.7	SLC35E2B	chr1	-	1592939	1624167	3.106153	33.313404	81.929054
ENSG00000008128.18	CDK11A	chr1	-	1634169	1655766	1.400066	42.854443	105.393730
ENSG00000215790.2	SLC35E2	chr1	-	1656277	1677431	5.497127	14.086366	34.643192
ENSG00000008130.11	NADK	chr1	-	1682671	1711896	6.391129	128.685867	316.482544
ENSG00000169885.5	CALML6	chr1	+	1846266	1848735	0.091093	0.156195	0.384136
ENSG00000142609.12	C1orf222	chr1	-	1853396	1935276	0.001856	0.003182	0.007827
ENSG00000157933.9	SKI	chr1	+	2160134	2241558	0.663754	2.377477	5.847030
ENSG00000067606.11	PRKCZ	chr1	+	1981909	2116834	0.125694	10.740994	26.415779
ENSG00000162585.11	C1orf86	chr1	-	2115903	2144159	0.668136	8.768797	21.565472
ENSG00000269554.1	AL590822.2	chr1	+	2121237	2123179	0.019319	0.033126	0.081468
ENSG00000203301.2	AL590822.1	chr1	-	2143360	2145620	0.000000	0.000000	0.000000
ENSG00000116151.8	MORN1	chr1	-	2252692	2323146	1.304592	11.362707	27.944782
ENSG00000269753.1	AL589739.1	chr1	+	2258581	2259042	0.658009	1.128270	2.774801
ENSG00000197921.5	HES5	chr1	-	2460184	2461684	0.202532	0.347276	0.854071
ENSG00000078369.12	GNB1	chr1	-	1716729	1822495	13.398266	780.252197	1918.907104
