Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	1.390489	2.909706	7.161538
ENSG00000269831.1	AL669831.1	chr1	-	738532	739137	0.250825	0.524871	1.291842
ENSG00000188290.6	HES4	chr1	-	934342	935552	0.125516	0.262652	0.646454
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	1.468658	10.874475	26.764891
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.121389	0.754736	1.857601
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.000000	0.000000	0.000000
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.000000	0.000000	0.000000
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	8.347973	82.625381	203.362366
ENSG00000162571.9	TTLL10	chr1	+	1109264	1133315	0.006320	0.013225	0.032550
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	0.412048	3.039135	7.480094
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	2.018783	11.431074	28.134823
ENSG00000187608.5	ISG15	chr1	+	948803	949920	373.116272	1215.895874	2992.633545
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.379209	7.342730	18.072353
ENSG00000188157.9	AGRN	chr1	+	955503	991496	3.275156	35.336845	86.973091
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.071078	1.085805	2.672446
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	8.529181	17.847975	43.928471
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.033472	0.275122	0.677145
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	13.801171	199.091095	490.014557
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	3.787602	102.000496	251.049530
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	7.276412	29.145393	71.734329
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.187589	0.392545	0.966153
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.213999	0.447810	1.102175
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	2.116355	22.970198	56.535580
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	90.813454	334.777405	823.973633
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	7.579738	106.411942	261.907227
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	2.409102	30.626698	75.380203
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	5.174466	28.531733	70.223953
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	14.040897	188.988556	465.149567
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.498806	1.043790	2.569037
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	0.639101	1.337369	3.291609
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.079422	1.385236	3.409424
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	13.971779	46.437099	114.293686
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	31.179386	472.461487	1162.849609
ENSG00000160072.14	ATAD3B	chr1	+	1407143	1433228	2.042327	24.852823	61.169209
ENSG00000197785.9	ATAD3A	chr1	+	1447531	1470067	2.965724	65.979141	162.391693
ENSG00000215014.3	AL645728.1	chr1	+	1510355	1511373	0.894995	1.872847	4.609559
ENSG00000228594.1	C1orf233	chr1	-	1533392	1535476	0.728058	1.523518	3.749771
ENSG00000160075.10	SSU72	chr1	-	1477053	1510249	8.325830	415.229309	1021.986511
ENSG00000197530.8	MIB2	chr1	+	1550795	1565990	1.321421	23.377115	57.537113
ENSG00000215790.2	SLC35E2	chr1	-	1656277	1677431	2.732028	13.466358	33.144180
ENSG00000189409.8	MMP23B	chr1	+	1567474	1570639	0.039045	0.141732	0.348840
ENSG00000248333.3	CDK11B	chr1	-	1570603	1590473	2.755264	53.904240	132.672241
ENSG00000189339.7	SLC35E2B	chr1	-	1592939	1624167	2.164860	40.756721	100.312798
ENSG00000008128.18	CDK11A	chr1	-	1634169	1655766	0.853824	28.892420	71.111702
ENSG00000008130.11	NADK	chr1	-	1682671	1711896	4.635914	109.063828	268.434174
ENSG00000169885.5	CALML6	chr1	+	1846266	1848735	0.123077	0.257548	0.633893
ENSG00000178821.8	TMEM52	chr1	-	1849029	1850712	0.451306	1.417052	3.487730
ENSG00000157933.9	SKI	chr1	+	2160134	2241558	0.424170	6.798346	16.732483
ENSG00000116151.8	MORN1	chr1	-	2252692	2323146	0.209399	2.405393	5.920293
ENSG00000269753.1	AL589739.1	chr1	+	2258581	2259042	0.000000	0.000000	0.000000
ENSG00000197921.5	HES5	chr1	-	2460184	2461684	0.607595	1.271440	3.129341
ENSG00000157881.9	PANK4	chr1	-	2439972	2458039	3.242320	42.635731	104.937523
