Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	0.978418	1.654208	4.130121
ENSG00000269831.1	AL669831.1	chr1	-	738532	739137	0.331683	0.560775	1.400108
ENSG00000188290.6	HES4	chr1	-	934342	935552	0.125516	0.212209	0.529831
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	2.498025	12.440319	31.060198
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.286131	1.219161	3.043924
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.025657	0.043378	0.108304
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.000000	0.000000	0.000000
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	11.426602	94.686363	236.406891
ENSG00000187608.5	ISG15	chr1	+	948803	949920	311.958862	817.413269	2040.865601
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	0.709208	2.264695	5.654346
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.205223	2.448605	6.113522
ENSG00000188157.9	AGRN	chr1	+	955503	991496	2.552223	26.564516	66.324600
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	12.554243	21.225414	52.994267
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	13.468310	159.527100	398.297119
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.100354	0.169668	0.423617
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.106149	0.179466	0.448079
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	4.763842	104.415947	260.699097
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	5.411322	17.585810	43.907131
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.233799	0.395283	0.986918
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.608315	1.028476	2.567834
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	1.698962	12.040418	30.061750
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	90.506653	248.725784	621.002747
