Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237683.5	AL627309.1	chr1	-	134901	139379	6.000036	11.458615	27.929998
ENSG00000188290.6	HES4	chr1	-	934342	935552	5.574656	12.871288	31.373341
ENSG00000187961.9	KLHL17	chr1	+	895967	901095	2.884721	8.635678	21.049181
ENSG00000187583.5	PLEKHN1	chr1	+	901877	911245	0.312070	0.925144	2.255008
ENSG00000187642.5	C1orf170	chr1	-	910579	917497	0.064316	0.122828	0.299389
ENSG00000187634.6	SAMD11	chr1	+	860260	879955	0.007616	0.014545	0.035452
ENSG00000268179.1	AL645608.1	chr1	-	861264	866445	0.000000	0.000000	0.000000
ENSG00000188976.6	NOC2L	chr1	-	879584	894689	18.105183	174.909286	426.335602
ENSG00000187608.5	ISG15	chr1	+	948803	949920	522.467773	1556.846924	3794.762695
ENSG00000237330.1	RNF223	chr1	-	1007126	1009687	0.117096	0.223625	0.545079
ENSG00000186891.9	TNFRSF18	chr1	-	1138888	1142071	0.966721	5.177187	12.619224
ENSG00000186827.6	TNFRSF4	chr1	-	1146706	1149518	4.223017	20.275961	49.421989
ENSG00000131591.13	C1orf159	chr1	-	1017198	1051741	0.744195	18.192593	44.343849
ENSG00000184163.3	FAM132A	chr1	-	1177826	1182102	0.075622	0.431414	1.051558
ENSG00000188157.9	AGRN	chr1	+	955503	991496	11.470142	110.734230	269.911041
ENSG00000176022.3	B3GALT6	chr1	+	1167629	1170421	19.356783	36.966766	90.105270
ENSG00000078808.12	SDF4	chr1	-	1152288	1167411	16.943541	243.100143	592.548584
ENSG00000162572.15	SCNN1D	chr1	+	1215816	1227409	0.134035	0.255974	0.623929
ENSG00000160087.16	UBE2J2	chr1	-	1189289	1209265	6.114248	183.669006	447.687134
ENSG00000224051.2	GLTPD1	chr1	+	1260136	1264277	15.913321	63.971199	155.927689
ENSG00000162576.11	MXRA8	chr1	-	1288069	1297157	0.247882	0.473395	1.153884
ENSG00000169962.4	TAS1R3	chr1	+	1266694	1270686	0.328825	0.627976	1.530671
ENSG00000107404.13	DVL1	chr1	-	1270656	1284730	4.918670	42.170395	102.788956
ENSG00000175756.9	AURKAIP1	chr1	-	1309110	1310875	147.495987	507.144409	1236.147705
ENSG00000131584.14	ACAP3	chr1	-	1227756	1244989	2.899388	40.474194	98.654510
ENSG00000169972.7	PUSL1	chr1	+	1243947	1247057	9.746379	46.756115	113.966484
ENSG00000127054.13	CPSF3L	chr1	-	1246965	1260071	17.056395	213.818634	521.175842
ENSG00000221978.7	CCNL2	chr1	-	1321091	1334708	7.195347	84.045166	204.857315
ENSG00000235098.4	ANKRD65	chr1	-	1353800	1357149	0.134328	0.256534	0.625293
ENSG00000179403.10	VWA1	chr1	+	1370241	1378262	2.574192	8.411551	20.502878
ENSG00000224870.3	RP4-758J18.2	chr1	+	1334902	1337426	12.696069	37.903522	92.388596
ENSG00000242485.1	MRPL20	chr1	-	1337288	1342693	41.807758	555.522888	1354.068604
ENSG00000215915.5	ATAD3C	chr1	+	1385069	1405538	0.034758	0.066379	0.161798
